열1,열12
작다,작다
다소,작다
약간,작다
조금,작다
약소하다,작다
자그마하다,작다
적다,작다
조그마하다,작다
작업복,작업복
노동복,작업복
일복,작업복
작업장,작업장
일터,작업장
작위,작위
작은할아버지,작은할아버지
잔,잔
컵,잔
잔디,잔디
풀,잔디
잔디밭,잔디밭
잔소리,잔소리
지껄이다,잔소리
잔업,잔업
잘못,잘못
못하다,잘못
잘하다,잘하다
잘,잘하다
잘하다,잘하다
좋다,잘하다
잠그다,잠그다
잠깐,잠깐
잠시,잠깐
잠꾸러기,잠꾸러기
잠보,잠꾸러기
잠비아,잠비아
잠수,잠수
잠수함,잠수함
잠자리,잠자리
잠자코,잠자코
잡담,잡담
잡지,잡지
잡지책,잡지
잡채,잡채
잣,잣
장갑차,장갑차
장갑차량,장갑차
장관,장관
장교,장교
군교,장교
장군,장군
장기,장기
장난,장난
장로,장로
장로교,장로교
장롱,장롱
장모,장모
장모님,장모
장미꽃,장미꽃
장사,장사
가게,장사
상점,장사
시장,장사
장수,장수
상인,장수
장악,장악
점령,장악
점유,장악
침략,장악
함락,장악
장애 수당,장애 수당
장애 아동 수당,장애 아동 수당
장애,장애
병신,장애
제대로 안되다,장애
장애인,장애인
장애인 기능 경진 대회,장애인 기능 경진 대회
장애인 등에 대한 특수 교육법,장애인 등에 대한 특수 교육법
장애인 보조견,장애인 보조견
장애인 복지 단체 협의회,장애인 복지 단체 협의회
장애인 복지 시설,장애인 복지 시설
장애인 지역사회 재활 시설,장애인 지역사회 재활 시설
장애인 직업 재활 시설,장애인 직업 재활 시설
장어,장어
장인,장인
장인어른,장인
장하다,장하다
재단사,재단사
재료,재료
재미,재미
흥,재미
흥취,재미
희열,재미
즐기다,재미
재빠르다,재빠르다
기미,재빠르다
눈치,재빠르다
재산,재산
재작년,재작년
거거년,재작년
전전년,재작년
전전해,재작년
지지난해,재작년
재작년도,재작년
재택근무,재택근무
재해,재해
피해,재해
해,재해
재활,재활
저녁,저녁
일석,저녁
저명인사,저명인사
저울,저울
저자,저자
저작자,저자
지은이,저자
필자,저자
저축,저축
예금,저축
적금,저축
저혈압,저혈압
적 없다,적 없다
적색,적색
붉은색,적색
빨간색,적색
적십자,적십자
전과,전과
전기,전기
전자,전기
전기공,전기공
전공,전기공
전달,전달
전갈,전달
전하다,전달
전도사,전도사
전라남도,전라남도
전남,전라남도
전라도,전라도
전라북도,전라북도
전북,전라북도
전람,전람
전문,전문
과,전문
부문,전문
분야,전문
전문가,전문가
베테랑,전문가
전복,전복
전세,전세
전송,전송
전승,전승
소승,전승
전씨,전씨
전염병,전염병
돌림병,전염병
전쟁,전쟁
전투,전쟁
전쟁터,전쟁터
전장,전쟁터
전주,전주
전철역,전철역
지하철역,전철역
전파,전파
전폐,전폐
전화번호,전화번호
절,절
참배,절
큰절,절
절교,절교
단교,절교
절다,절다
절룩거리다,절다
절름거리다,절다
절대,절대
공,절대
공공,절대
결코,절대
절대로,절대
절대,절대
절대로,절대
한사코,절대
절도,절도
도둑,절도
도적,절도
훔치다,절도
절도범,절도범
절도죄,절도죄
절름발이,절름발이
절반,절반
반,절반
반절,절반
절반,절반
반절,절반
절약,절약
검약,절약
절정,절정
정상,절정
정점,절정
절충,절충
절친하다,절친하다
젊다,젊다
청춘,젊다
젊은이,젊은이
청년,젊은이
점검,점검
감사,점검
감시,점검
감찰,점검
검토,점검
검사,점검
수사,점검
사찰,점검
조사,점검
살펴보다,점검
살피다,점검
점원,점원
판매자,점원
판매원,점원
판매인,점원
세일즈맨,점원
점차,점차
점점,점차
차차,점차
차츰,점차
접다,접다
접속,접속
링크,접속
연결,접속
접시,접시
젓가락,젓가락
정답,정답
정돈,정돈
정리,정돈
정력,정력
정류장,정류장
승차장,정류장
정거장,정류장
정류소,정류장
정범,정범
주범,정범
정보,정보
정부,정부
정신,정신
정신이상,정신이상
정신적 장애,정신적 장애
정신장애,정신적 장애
정신차리다,정신차리다
가다듬다,정신차리다
정장,정장
정정당당하다,정정당당하다
정진,정진
꾸준하다,정진
부지런하다,정진
정찰병,정찰병
정책,정책
젖,젖
유방,젖
우유,젖
젖다,젖다
적시다,젖다
물들다,젖다
스미다,젖다
스며들다,젖다
묻다,젖다
제거,제거
제곱킬로미터,제곱킬로미터
제과점,제과점
빵집,제과점
제기,제기
제기차기,제기
제법,제법
제비,제비
제사,제사
제,제사
제일이다,제일이다
제자,제자
모나코,제자
사도,제자
도제,제자
제작소,제작소
제정,제정
제화,제화
조,조
조건,조건
조롱,조롱
우롱,조롱
조롱,조롱
우롱,조롱
조르다,조르다
조립,조립
조명,조명
판단,조명
조물주,조물주
신,조물주
조수,조수
조작,조작
조절,조절
조정,조절
조종,조종
조카,조카
조합,조합
졸리다,졸리다
졸업,졸업
수료,졸업
졸업식,졸업식
졸업장,졸업장
좁다,좁다
옹졸하다,좁다
치사하다,좁다
옹하다,좁다
종,종
급사,종
사환,종
종교,종교
종류,종류
가지,종류
종목,종류
종,종류
다각,종류
다각도,종류
종류,종류
계통,종류
종,종류
종신,종신
생애,종신
일생,종신
평생,종신
필생,종신
한평생,종신
종족,종족
부족,종족
종합,종합
좋다,좋다
좋다,좋다
선,좋다
좌석,좌석
자리,좌석
죄송하다,죄송하다
사과,죄송하다
미안하다,죄송하다
죄수,죄수
주간,주간
주고받다,주고받다
주교,주교
주년,주년
주님,주님
주다,주다
내밀다,주다
내주다,주다
건네주다,주다
제공,주다
교부,주다
주무시다,주무시다
자다,주무시다
잠들다,주무시다
잠자다,주무시다
주민,주민
거주민,주민
주부,주부
주사,주사
접종,주사
주세요,주세요
주십시오,주세요
달라다,주세요
달라고 하다,주세요
주소,주소
주식,주식
증권,주식
주어,주어
주위,주위
주변,주위
둘레,주위
주유소,주유소
주인공,주인공
주일,주일
주제,주제
제목,주제
주차,주차
주차장,주차장
죽다,죽다
돌아가다,죽다
사거,죽다
사망,죽다
서거,죽다
숨지다,죽다
죽음,죽다
임종,죽다
죽이다,죽이다
해치다,죽이다
준말,준말
약어,준말
준비,준비
장만,준비
채비,준비
마련,준비
차리다,준비
챙기다,준비
준장,준장
줄,줄
대열,줄
늘어서다,줄
줄지어 서다,줄
행렬,줄
줄넘기,줄넘기
줄이다,줄이다
감소,줄이다
절감,줄이다
축소,줄이다
줄다,줄이다
중고품,중고품
중국,중국
중령,중령
중부,중부
중부 지방,중부 지방
중사,중사
중앙,중앙
도중,중앙
중,중앙
중도,중앙
가운데,중앙
중심,중앙
중앙,중앙
센터,중앙
중앙청,중앙청
중얼거리다,중얼거리다
중위,중위
중장,중장
중지,중지
끄다,중지
멈추다,중지
그만,중지
마르다,중지
정지,중지
중학교,중학교
중학생,중학생
중교생,중학생
중등생,중학생
중화요리,중화요리
청요리,중화요리
쥐,쥐
쥐색,쥐색
회색,쥐색
증,증
마크,증
-증,증
증가,증가
늘어나다,증가
증명서,증명서
증인,증인
증조할머니,증조할머니
증조할아버지,증조할아버지
지각,지각
지체,지각
늦다,지각
굼뜨다,지각
느리다,지각
더디다,지각
천천하다,지각
서서히,지각
지갑,지갑
지금,지금
갓,지금
이제,지금
인제,지금
현재,지금
시방,지금
지긋지긋,지긋지긋
지겹다,지긋지긋
지난주,지난주
작주,지난주
전주,지난주
지다,지다
일몰,지다
해넘이,지다
지렁이,지렁이
지루하다,지루하다
따분하다,지루하다
지름길,지름길
지리멸렬,지리멸렬
지리산,지리산
지문자,지문자
지화,지문자
지방 자치 단체,지방 자치 단체
지방 장애인 복지 위원회,지방 장애인 복지 위원회
지배인,지배인
지부,지부
지식,지식
지식인,지식인
지연,지연
지옥,지옥
나락,지옥
지원자,지원자
지위,지위
앉다,지위
지저귀다,지저귀다
주둥이,지저귀다
부리,지저귀다
지점,지점
지체장애,지체장애
지체장애인,지체장애인
지출,지출
지폐,지폐
현금,지폐
현찰,지폐
지하,지하
지하철,지하철
전철,지하철
직면,직면
직업교육,직업교육
직접,직접
진급,진급
진노,진노
진단,진단
진료,진단
진찰,진단
검진,진단
진동,진동
진보,진보
향상,진보
진실,진실
참,진실
진흙,진흙
질병,질병
병,질병
병환,질병
질환,질병
앓다,질병
질색,질색
짐바브웨,짐바브웨
집,집
주택,집
가옥,집
세대,집
호,집
댁,집
집값,집값
집사,집사
집안,집안
가정,집안
일가,집안
가내,집안
집어넣다,집어넣다
집요하다,집요하다
끈덕지다,집요하다
집터,집터
집행,집행
집행,집행
활동,집행
활약,집행
집행관,집행관
짓다,짓다
공작,짓다
작성,짓다
제작,짓다
제조,짓다
만들다,짓다
가공,짓다
징그럽다,징그럽다
ㅉ,ㅉ
짜다,짜다
짜다,짜다
소금,짜다
간,짜다
깐깐하다,짜다
까다롭다,짜다
짧다,짧다
가깝다,짧다
짬뽕,짬뽕
찌르다,찌르다
찌푸리다,찌푸리다
근심,찌푸리다
찍다,찍다
ㅊ,ㅊ
차남,차남
차녀,차녀
차려,차려
차이,차이
갭,차이
차장,차장
착각,착각
착오,착각
착취,착취
착하다,착하다
찬송가,찬송가
찬송,찬송가
참가자,참가자
참가인,참가자
참고,참고
참기름,참기름
참다,참다
견디다,참다
인내,참다
자제,참다
억제,참다
참다,참다
견디다,참다
인내,참다
자제,참다
억제,참다
참외,참외
찹쌀,찹쌀
찻삯,찻삯
차비,찻삯
창백하다,창백하다
창안,창안
창원,창원
창원시,창원
찾다,찾다
채팅,채팅
책,책
도서,책
서적,책
책자,책
펴다,책
책방,책방
서점,책방
챔피언,챔피언
우승자,챔피언
처가,처가
처남,처남
처분,처분
시키다,처분
부리다,처분
처음,처음
시작,처음
우선,처음
초,처음
처형,처형
척추,척추
척추장애인,척추장애인
천,천
일천,천
천국,천국
천당,천국
천년,천년
천당,천당
천국,천당
천명,천명
천하다,천하다
철면피,철면피
후안,철면피
파렴치,철면피
몰염치,철면피
철부지,철부지
철저하다,철저하다
철두철미,철저하다
철학,철학
철학자,철학자
첩,첩
첫날,첫날
초일,첫날
첫돌,첫돌
첫째,첫째
첫 번째,첫째
청각장애,청각장애
청각장애인,청각장애인
청바지,청바지
청소년,청소년
청와대,청와대
청자,청자
청주,청주
청주시,청주
체념,체념
기권,체념
포기,체념
그만둠,체념
체류자,체류자
체온,체온
체육관,체육관
체전,체전
운동회,체전
체중,체중
몸무게,체중
체코,체코
체험,체험
초과,초과
지나치다,초과
초대,초대
객,초대
고객,초대
내빈,초대
손님,초대
초빙,초대
초등,초등
초등학교,초등학교
초등학생,초등학생
초교생,초등학생
초등생,초등학생
초록색,초록색
초문,초문
금시초문,초문
초밥,초밥
촌장,촌장
총리,총리
총명,총명
총무,총무
총사령관,총사령관
총장,총장
총재,총재
총회,총회
총회의,총회
촬영,촬영
최고,최고
달성,최고
이루다,최고
이룩하다,최고
최씨,최씨
추기경,추기경
추리,추리
추론,추리
추석,추석
한가위,추석
추석날,추석
팔월대보름,추석
추억,추억
상기,추억
추상,추억
회상,추억
회고,추억
추월,추월
앞지르기,추월
추진,추진
축구,축구
차다,축구
축구장,축구장
축복,축복
축사,축사
축하사,축사
춘천,춘천
춘천시,춘천
출금,출금
출마,출마
출발점,출발점
출석부,출석부
출장,출장
충고,충고
조언,충고
충성,충성
충신,충신
충치,충치
취객,취객
취미,취미
취사장,취사장
취소권,취소권
취업,취업
취직,취업
취임,취임
취하다,취하다
치과,치과
치과의사,치과의사
치료,치료
치마,치마
치매,치매
치매증,치매
치약,치약
친구,친구
동무,친구
벗,친구
우인,친구
친권,친권
친밀하다,친밀하다
친아버지,친아버지
생부,친아버지
친어머니,친어머니
생모,친어머니
친자,친자
친자식,친자
친절,친절
대우,친절
접대,친절
서비스,친절
대접,친절
친지,친지
칠레,칠레
칠순,칠순
고희,칠순
칠월,칠월
침대,침대
침몰,침몰
침착,침착
차분하다,침착
칫솔,칫솔
칭찬,칭찬
ㅋ,ㅋ
카드,카드
카메룬,카메룬
카세트,카세트
카세트테이프,카세트
카센터,카센터
카자흐스탄,카자흐스탄
카지노,카지노
칼,칼
나이프,칼
칼국수,칼국수
캄보디아,캄보디아
캐나다,캐나다
커닝,커닝
부정행위,커닝
커피,커피
케냐,케냐
케이블카,케이블카
케이블,케이블카
케이오,케이오
녹아웃,케이오
케이크,케이크
켜다,켜다
켜지다,켜다
전깃불,켜다
코,코
코를 풀다,코를 풀다
코미디,코미디
희극,코미디
코뿔소,코뿔소
코스타리카,코스타리카
코앞,코앞
코치,코치
지도자,코치
콜라,콜라
콜롬비아,콜롬비아
콧물,콧물
콧방귀,콧방귀
콩,콩
콩가루,콩가루
콩고,콩고
콩나물,콩나물
쿠바,쿠바
쿠웨이트,쿠웨이트
쿨쿨,쿨쿨
크다,크다
꽤,크다
매우,크다
몹시,크다
무척,크다
아주,크다
대,크다
대단히,크다
크로아티아,크로아티아
크리스마스,크리스마스
성탄,크리스마스
성탄절,크리스마스
큰언니,큰언니
큰집,큰집
큰형,큰형
키,키
신장,키
몸높이,키
체고,키
키가 크다,키가 크다
키다리,키다리
킬로,킬로
킬로그램,킬로그램
킬로미터,킬로미터
ㅌ,ㅌ
타결,타결
합의,타결
타월,타월
수건,타월
타인,타인
남,타인
타자,타인
타자,타자
타이핑,타자
타자수,타자수
타이피스트,타자수
탁구,탁구
핑퐁,탁구
탁자,탁자
테이블,탁자
탄압,탄압
압박,탄압
억압,탄압
탄자니아,탄자니아
탄핵,탄핵
뽑다,탄핵
탈퇴,탈퇴
탑,탑
탑골공원,탑골공원
탑승,탑승
오르다,탑승
올라서다,탑승
올라타다,탑승
타다,탑승
태국,태국
태권도,태권도
태극기,태극기
태자,태자
왕자,태자
황태자,태자
택배,택배
택시,택시
터뜨리다,터뜨리다
폭발,터뜨리다
폭파,터뜨리다
터미널,터미널
턱,턱
턱,턱
한턱,턱
털,털
테니스,테니스
정구,테니스
테니스를 치다,테니스를 치다
텔레비전,텔레비전
티브이,텔레비전
토끼,토끼
토마토,토마토
토요일,토요일
토의,토의
토론,토의
통과,통과
통보,통보
알리다,통보
통신,통신
통신 중계,통신 중계
통역,통역
매개,통역
변호,통역
소개,통역
통역사,통역사
통일,통일
통조림,통조림
통하다,통하다
통합,통합
통합 교육,통합 교육
퇴원,퇴원
퇴장,퇴장
퇴직금,퇴직금
퇴학,퇴학
퇴교,퇴학
투명,투명
투자,투자
튀니지,튀니지
튀르키예공화국(약칭 튀르키예),튀르키예공화국
터키,튀르키예공화국
트럭,트럭
특례,특례
특성,특성
특수 교육 대상자,특수 교육 대상자
특수 교육 지원 센터,특수 교육 지원 센터
특수교육,특수교육
특허권,특허권
특히,특히
각별,특히
별,특히
특별,특히
특수,특히
특별히,특히
틈,틈
(바닥에 생기는)균열,틈
티셔츠,티셔츠
티,티셔츠
팀,팀
ㅍ,ㅍ
파,파
파나마,파나마
파도,파도
파라과이,파라과이
파란색,파란색
파랑,파란색
청,파란색
청색,파란색
파랑,파랑
청,파랑
청색,파랑
파랗다,파랑
푸르다,파랑
파리하다,파리하다
파면,파면
해고,파면
파산자,파산자
파산채무자,파산자
파악,파악
파키스탄,파키스탄
판결의 경정,판결의 경정
판결의 공시,판결의 공시
판매,판매
매각,판매
매출,판매
팔다,판매
판사,판사
판이하다,판이하다
다르다,판이하다
판정,판정
판결,판정
팔,팔
팔뚝,팔
팔꿈치,팔꿈치
팔도,팔도
팔레스타인,팔레스타인
팔십,팔십
여든,팔십
팔월,팔월
팥,팥
패다,패다
패자,패자
패배자,패자
팩스,팩스
팩시밀리,팩스
팬티,팬티
퍼지다,퍼지다
만연,퍼지다
분산,퍼지다
유포,퍼지다
해산,퍼지다
해체,퍼지다
번지다,퍼지다
옮다,퍼지다
흩어지다,퍼지다
페루,페루
펜싱,펜싱
편지,편지
서신,편지
우편,편지
편집,편집
편찮다,편찮다
아프다,편찮다
편취죄,편취죄
평면도,평면도
평상,평상
평상시,평상
평소,평상
평안남도,평안남도
평안북도,평안북도
평양,평양
평일,평일
평상일,평일
폐,폐
폐백,폐백
폐쇄,폐쇄
닫다,폐쇄
폐지,폐지
폐회,폐회
포격,포격
포경 수술,포경 수술
포도,포도
포도주,포도주
포르투갈,포르투갈
포병,포병
포복절도,포복절도
포스터,포스터
포옹,포옹
품,포옹
껴안다,포옹
끌어안다,포옹
안다,포옹
품다,포옹
포장,포장
폭등,폭등
급등,폭등
폴란드,폴란드
표어,표어
표창,표창
포상,표창
푸대접,푸대접
홀대,푸대접
푸에르토리코,푸에르토리코
푹,푹
안식,푹
편안,푹
평안,푹
편하다,푹
안정,푹
안심,푹
푼,푼
풀려나다,풀려나다
풀이,풀이
세이프,풀이
수습,풀이
처리,풀이
해결,풀이
해소,풀이
풀다,풀이
해내다,풀이
조치,풀이
풋사과,풋사과
풍선,풍선
프라이드,프라이드
자존심,프라이드
긍지,프라이드
프랑스,프랑스
프랑스어,프랑스어
불어,프랑스어
프로페셔널,프로페셔널
프로,프로페셔널
프린터,프린터
프린트,프린트
피,피
출혈,피
혈,피
혈액,피
피고소인,피고소인
피고,피고소인
피곤,피곤
피로,피곤
피난처,피난처
피난소,피난처
피부,피부
피서지,피서지
피아니스트,피아니스트
피의자,피의자
용의자,피의자
피자,피자
피차,피차
둘이,피차
피해자,피해자
핀란드,핀란드
필기,필기
쓰다,필기
적다,필기
쓰기,필기
저술,필기
서술,필기
필름,필름
필리핀,필리핀
필요,필요
소용,필요
ㅎ,ㅎ
하나,하나
일,하나
한번,하나
하나님,하나님
하느님,하나님
하늘,하늘
개다,하늘
하늘색,하늘색
하루,하루
온종일,하루
종일,하루
하루종일,하루
진종일,하루
진일,하루
하릴없다,하릴없다
어쩔 수 없다,하릴없다
하모니카,하모니카
하복,하복
하사,하사
하야,하야
사임,하야
하와이,하와이
하이힐,하이힐
힐,하이힐
하인,하인
하자,하자
하자,하자
불량,하자
하찮다,하찮다
보잘 것 없다,하찮다
학과,학과
학교,학교
학급,학급
학반,학급
학년,학년
학도병,학도병
학병,학도병
학생,학생
학도,학생
학수고대,학수고대
학수고대,학수고대
학원,학원
배움터,학원
학자금,학자금
학비,학자금
수업료,학자금
학적부,학적부
생활부,학적부
생활기록부,학적부
한강,한강
한국 전쟁,한국 전쟁
한국,한국
대한민국,한국
한국농아인협회,한국농아인협회
한국수화,한국수화
한국어,한국어
한국말,한국어
국어,한국어
한국은행,한국은행
한은,한국은행
한국인,한국인
한국장애인고용촉진공단,한국장애인고용촉진공단
한글 지문자,한글 지문자
한글날,한글날
한꺼번에,한꺼번에
한라산,한라산
한량,한량
한반도,한반도
남북한,한반도
한복,한복
한식,한식
한약,한약
한의사,한의사
한의원,한의원
한자,한자
할까봐,할까봐
할렐루야,할렐루야
할머니,할머니
조모,할머니
할복,할복
할부,할부
할아버지,할아버지
조부,할아버지
할인,할인
내려가다,할인
내리다,할인
함경남도,함경남도
함경북도,함경북도
함께,함께
같이,함께
동반,함께
랑,함께
아울러,함께
더불다,함께
-끼리,함께
함장,함장
합당하다,합당하다
합장,합장
합치다,합치다
집합,합치다
합,합치다
모으다,합치다
모이다,합치다
합하다,합치다
항문,항문
항복,항복
항복,항복
해내다,해내다
이기다,해내다
승,해내다
승리,해내다
낫다,해내다
좋다,해내다
해방,해방
해병,해병
해부,해부
해설자,해설자
해수욕,해수욕
해약,해약
해지,해약
해장국,해장국
핵,핵
햇수,햇수
연수,햇수
행동,행동
거동,행동
동작,행동
짓,행동
품행,행동
행실,행동
행위,행동
움직이다,행동
행하다,행동
행복,행복
복,행복
행사장,행사장
행선지,행선지
행방,행선지
가는곳,행선지
행운,행운
행운아,행운아
행인,행인
행정 고시,행정 고시
행패,행패
횡포,행패
향기롭다,향기롭다
향,향기롭다
향기,향기롭다
향내,향기롭다
향취,향기롭다
향하다,향하다
허다하다,허다하다
많다,허다하다
매우 많다,허다하다
허리,허리
허리띠,허리띠
벨트,허리띠
허무,허무
허술하다,허술하다
허식,허식
헛치레,허식
허풍,허풍
헌금,헌금
헌법 재판소,헌법 재판소
헌병,헌병
헌신,헌신
헌혈,헌혈
공혈,헌혈
헛소문,헛소문
헛일,헛일
허사,헛일
허탕,헛일
헛되다,헛일
헝가리,헝가리
헬리콥터,헬리콥터
헬기,헬리콥터
헬스클럽,헬스클럽
건강 센터,헬스클럽
헬스장,헬스클럽
피트니스클럽,헬스클럽
피트니스센터,헬스클럽
혀,혀
혓바닥,혀
혁명,혁명
혁신,혁신
현금,현금
맞돈,현금
현찰,현금
지폐,현금
현기증,현기증
어지럼증,현기증
현충일,현충일
현행범,현행범
현행 범인,현행범
현혹,현혹
사로잡히다,현혹
혈기,혈기
혈안,혈안
혈압,혈압
혈액형,혈액형
혈액군,혈액형
혈형,혈액형
혈육,혈육
협동,협동
협박,협박
-할 뻔하다,협박
협회,협회
형,형
형님,형
형사,형사
형수,형수
형용사,형용사
형제,형제
형편없다,형편없다
보잘 것 없다,형편없다
형형색색,형형색색
가지각색,형형색색
각양각색,형형색색
호각,호각
호루라기,호각
휘슬,호각
호두,호두
호랑나비,호랑나비
호랑이,호랑이
범,호랑이
호모,호모
게이,호모
호박,호박
호인,호인
호주,호주
오스트레일리아,호주
호텔,호텔
호흡,호흡
호흡 곤란,호흡 곤란
혹시,혹시
혹,혹시
혹여,혹시
혼령,혼령
심령,혼령
영혼,혼령
혼,혼령
혼신,혼신
온몸,혼신
몸,혼신
동체,혼신
몸뚱이,혼신
몸체,혼신
신체,혼신
홀아비,홀아비
홀아버지,홀아비
홀쭉하다,홀쭉하다
홀쭉이,홀쭉하다
홍콩,홍콩
화가 치밀어 오르다,화가 치밀어 오르다
화가,화가
화백,화가
화나다,화나다
노여움,화나다
노엽다,화나다
노하다,화나다
성나다,화나다
성내다,화나다
화내다,화나다
화려하다,화려하다
호화,화려하다
기미하다,화려하다
여미하다,화려하다
화미하다,화려하다
빛나다,화려하다
화산,화산
화상,화상
영화,화상
화요일,화요일
화장,화장
화장대,화장대
화장실,화장실
변소,화장실
화투,화투
확장,확장
넓힘,확장
환경,환경
환경부,환경부
환기,환기
환불,환불
환급,환불
환전,환전
환금,환전
활동 보조인,활동 보조인
황금,황금
금,황금
황해,황해
황해도,황해도
황홀,황홀
휘황하다,황홀
휘황찬란하다,황홀
회개,회개
회견,회견
회계,회계
재정,회계
출납,회계
수지,회계
회비,회비
회사원,회사원
회원,회원
회의,회의
회장,회장
회장,회장
사장,회장
횡령,횡령
착복,횡령
횡재,횡재
후계자,후계자
후계인,후계자
후원,후원
후회,후회
훈련병,훈련병
훈병,훈련병
훈민정음,훈민정음
한글,훈민정음
한국말,훈민정음
훈화,훈화
훌륭하다,훌륭하다
위대하다,훌륭하다
훌륭하다,훌륭하다
장하다,훌륭하다
우수하다,훌륭하다
휘어잡다,휘어잡다
지배,휘어잡다
휩쓸다,휩쓸다
휴게소,휴게소
휴게실,휴게실
휴대전화,휴대전화
핸드폰,휴대전화
휴대폰,휴대전화
휴대전화기,휴대전화
휴일,휴일
쉬는 날,휴일
휴지,휴지
흑자,흑자
흙,흙
흥분,흥분
희롱,희롱
희망,희망
소망,희망
희생자,희생자
힌두교,힌두교
힘들다,힘들다
벅차다,힘들다
힘겹다,힘들다
힘없다,힘없다
ㅏ,ㅏ
ㅐ,ㅐ
ㅑ,ㅑ
ㅒ,ㅒ
ㅓ,ㅓ
ㅔ,ㅔ
ㅕ,ㅕ
ㅖ,ㅖ
ㅗ,ㅗ
ㅘ,ㅘ
ㅙ,ㅙ
ㅚ,ㅚ
ㅛ,ㅛ
ㅜ,ㅜ
ㅝ,ㅝ
ㅞ,ㅞ
ㅟ,ㅟ
ㅠ,ㅠ
ㅡ,ㅡ
ㅢ,ㅢ
ㅣ,ㅣ
